,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
347,Dove 2k-22  ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,19.0,460,475,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AN,42861,,2017,7,14,(0 Flock  2K-22 0F4A),0.33161255787892263,6846,6831,13677,6838.5,15,13676.99177450948,6838.49588725474,0.0011164199490807224,5627.976562361913,5640.0,297.0320963468788,15.633268228783093,297.03209634687875,0.33161255787892263,7.5,0.3319710557118219,0.33232974013185096,0.00035849801141121817,460.3883567745488,5382.767034261204,4217.923648622613,0.6646594802637019,0.0
348,Dove 2k-23 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,156.0,460,475,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AL,42859,,2017,7,14,(0 Flock 2K-23 0F4B),2.722713633111154,6846,6831,13677,6838.5,15,13676.99177450948,6838.49588725474,0.0011164199490807224,5627.976562361913,5640.0,2438.7898436901623,15.633268228783093,2438.7898436901623,2.722713633111154,7.5,2.72316059426727,2.7236073309988975,0.0004469613520883935,474.37337551605833,4584.925875308586,-5073.805869667422,5.447214661997795,0.0
349,Dove 2k-24 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,158.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AJ,42857,,2017,7,14,(0 Flock 2K-24 0F4F),2.7576202181510405,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,2469.514602109057,15.629839253854788,2469.5146021090563,2.7576202181510405,7.5,2.7580318655636797,2.758443303212103,0.00041164760353311743,473.47474079591484,4926.298075072447,-4741.620659080713,5.516886606424206,0.0
350,Dove 2k-25 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,216.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BM,42884,,2017,7,14,(0 Flock 2K-25 0F4D),3.7699111843077517,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,3376.0452788326347,15.629839253854788,3376.0452788326343,3.7699111843077517,7.5,3.769265195407828,2.514565813263996,0.0006459890660236623,472.5876736384389,2129.6959647183144,-6497.364893168384,5.029131626527992,0.0
351,Dove 2k-26 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,117.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BL,42883,,2017,7,14,(0 Flock 2K-26 0F53),2.0420352248333655,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,1828.6911927010103,15.629839253854788,1828.6911927010103,2.0420352248333655,7.5,2.043014842798998,2.043994215498096,0.000979617774735429,469.9211392996813,-3997.277955278818,-5547.354159669998,4.087988430996192,0.0
352,Dove 2k-27 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,163.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BK,42882,,2017,7,14,(0 Flock 2K-27 0F54),2.8448866807507573,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,2547.6637983783307,15.629839253854788,2547.6637983783303,2.844886680750757,7.5,2.8452079516697535,2.8455290537606497,0.0003212710857205549,473.6933132495533,5673.451925433046,-3816.1933883885404,5.691058107521299,0.0
353,Dove 2k-28 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,79.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BH,42880,,2017,7,14,(0 Flock 2K-28 1047),1.3788101090755203,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,1234.7573010545284,15.629839253854788,1234.7573010545282,1.3788101090755203,7.5,2.000598908860716,2.001598632795584,0.0009999531043928872,469.6340398023949,-4452.720753172542,-5188.896968453957,4.003197265591168,0.0
354,Dove 2k-29  ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,97.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AY,42871,,2017,7,14,(0 Flock 2K-29 1048),1.6929693744344996,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,1516.0944076239145,15.629839253854788,1516.0944076239145,1.6929693744344996,7.5,2.0005520784239454,2.0015518238414245,0.0009999745685095257,469.6337196109507,-4453.206507632217,-5188.4800915635415,4.003103647682849,0.0
355,Dove 2k-3 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,71.0,461,476,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz  2.1a,2017-042AB,42850,,2017,7,14,(0 Flock 2K-3 0F21),1.239183768915974,6847,6832,13679,6839.5,15,13678.991775712127,6839.495887856064,0.0011161751111963124,5629.211083595378,5640.0,1110.205519264644,15.636697454431605,1110.205519264644,1.2391837689159737,7.5,2.001084512483306,2.0020840135272002,0.0009997304050786667,471.6382772829238,-4448.982438805335,-5194.736091487383,4.0041680270544004,0.0
356,Dove 2k-30 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,358.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AZ,42872,,2017,7,14,(0 Flock 2K-30 1049),6.2482787221397,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,5595.4824528800145,15.629839253854788,5595.4824528800145,6.2482787221397,7.5,6.2482402904442145,0.034983469578609476,3.843171868899593e-05,458.9833418356866,6820.7707713305035,478.0084309380146,0.06996693915721895,0.0
357,Dove 2k-31 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,59.0,459,474,0.0011,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AW,42869,,2017,7,14,(0 Flock 2K-31 104A),1.0297442586766545,6845,6830,13675,6837.5,15,13674.991773306483,6837.4958866532415,0.0011166648764886554,5626.742131387724,5640.0,922.1605159774327,15.629839253854788,922.1605159774325,1.0297442586766543,7.5,1.0306876771935292,1.0316313624049342,0.0009434183880695166,462.63235379252546,-3232.7743660165183,6024.992321370747,2.0632627248098685,0.0
358,Dove 2k-32 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,125.0,458,475,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AX,42870,,2017,7,14,(0 Flock 2K-32  104B),2.181661564992912,6846,6829,13675,6837.5,17,13674.989433268312,6837.494716634156,0.0011166648764886554,5626.742131387724,5640.0,1953.7299067318488,15.629839253854788,1953.7299067318486,2.181661564992912,8.5,2.203824356142757,2.2048237273145137,0.0009997378607338758,471.5157855076159,-2038.519753866652,-6526.544080532642,4.409647454629027,0.0
359,Dove 2k-33 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,85.0,458,475,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BG,42879,,2017,7,14,(0 Flock 2K-33 104C),1.4835298641951802,6846,6829,13675,6837.5,17,13674.989433268312,6837.494716634156,0.0011166648764886554,5626.742131387724,5640.0,1328.5363365776573,15.629839253854788,1328.536336577657,1.4835298641951802,8.5,2.203780109483336,2.2047795131223404,0.0009997703177737963,471.5154830456104,-2039.0968780900773,-6526.36379214646,4.409559026244681,0.0
360,Dove 2k-34 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,114.0,458,475,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BF,42878,,2017,7,14,(0 Flock 2K-34 104D),1.9896753472735358,6846,6829,13675,6837.5,17,13674.989433268312,6837.494716634156,0.0011166648764886554,5626.742131387724,5640.0,1781.8016749394462,15.629839253854788,1781.8016749394458,1.9896753472735356,8.5,2.204429197265963,2.205428124422368,0.000999293984636055,471.5199191051688,-2030.6290116332634,-6529.0034606770305,4.410856248844736,0.0
361,Dove 2k-35 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,298.0,458,475,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BE,42877,,2017,7,14,(0 Flock 2K-35 104E),5.201081170943102,6846,6829,13675,6837.5,17,13674.989433268312,6837.494716634156,0.0011166648764886554,5626.742131387724,5640.0,4657.692097648727,15.629839253854788,4657.692097648727,5.201081170943102,8.5,5.199985678192617,1.0842954396948314,0.0010954924973676629,462.5277886784279,-3848.2876806481286,5651.728834030464,2.168590879389663,0.0
362,Dove 2k-36 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,144.0,458,475,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BD,42876,,2017,7,14,(0 Flock 2K-36 104F),2.5132741228718345,6846,6829,13675,6837.5,17,13674.989433268312,6837.494716634156,0.0011166648764886554,5626.742131387724,5640.0,2250.6968525550897,15.629839253854788,2250.6968525550897,2.5132741228718345,8.5,2.5140022461451905,2.514730004243432,0.0007281235113214612,473.36287739768886,2131.829468547077,-6496.664077851454,5.029460008486864,0.0
363,Dove 2k-37 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,80.0,458,475,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AU,42867,,2017,7,14,(0 Flock 2K-37 1050),1.3962634015954636,6846,6829,13675,6837.5,17,13674.989433268312,6837.494716634156,0.0011166648764886554,5626.742131387724,5640.0,1250.387140308383,15.629839253854788,1250.387140308383,1.3962634015954636,8.5,2.203779133945803,2.2047785383006135,0.0009997710333551604,471.5154763769051,-2039.109602178478,-6526.359816625249,4.409557076601227,0.0
364,Dove 2k-38 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,252.0,458,475,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AV,42868,,2017,7,14,(0 Flock 2K-38 1051),4.39822971502571,6846,6829,13675,6837.5,17,13674.989433268312,6837.494716634156,0.0011166648764886554,5626.742131387724,5640.0,3938.719491971407,15.629839253854788,3938.7194919714066,4.39822971502571,8.5,4.397050856661718,1.8873130817453934,0.0011788579048678928,469.12950452702444,-5512.642867311384,-4045.015399382803,3.7746261634907867,0.0
365,Dove 2k-39 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,298.0,458,474,0.00117,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AT,42866,,2017,7,14,(0 Flock 2K-39 1052),5.201081170943102,6845,6829,13674,6837.0,16,13673.990639166022,6836.995319583011,0.001116787373778265,5626.12494974992,5640.0,4657.1812084041,15.628124860416445,4657.1812084041,5.201081170943102,8.0,5.200047554512837,1.084171652205755,0.001033616217694517,462.2518632124538,-3846.6070268964263,5652.268539179558,2.16834330441151,0.0
366,Dove 2k-4 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,349.0,461,475,0.0010199999999999999,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AC,42851,,2017,7,14,(0 Flock 2K-4 0F24),6.09119908946021,6846,6832,13678,6839.0,14,13677.99283520795,6838.996417603975,0.0011162975189509404,5628.593811696649,5640.0,5456.609000783696,15.63498281026847,5456.609000783696,6.0911990894602095,7.0,6.091004269219264,0.1923759558256618,0.00019482033613140337,461.152644170038,6339.011488244027,2566.875035754943,0.3847519116513236,0.0
367,Dove 2k-40 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,56.0,458,474,0.00117,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AS,42865,,2017,7,14,(0 Flock 2K-40 1053),0.9773843811168246,6845,6829,13674,6837.0,16,13673.990639166022,6836.995319583011,0.001116787373778265,5626.12494974992,5640.0,875.174992183321,15.628124860416445,875.1749921833209,0.9773843811168246,8.0,0.978354990103173,0.9793259160482697,0.0009706088888872331,461.53329270444647,-2585.781293949985,6329.158652957848,1.9586518320965394,0.0
368,Dove 2k-41 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,245.0,458,474,0.00117,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BC,42875,,2017,7,14,(0 Flock 2K-41 1054),4.276056667386108,6845,6829,13674,6837.0,16,13673.990639166022,6836.995319583011,0.001116787373778265,5626.12494974992,5640.0,3828.8905908020297,15.628124860416445,3828.8905908020292,4.276056667386108,8.0,4.274996811335265,2.0092480890028948,0.0010598557839559834,469.3883278991316,-4372.498470101921,-5256.024001586138,4.0184961780057895,0.0
369,Dove 2k-43 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,222.0,458,474,0.00117,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BB,42874,,2017,7,14,(0 Flock 2K-43 1056),3.8746309394274117,6845,6829,13674,6837.0,16,13673.990639166022,6836.995319583011,0.001116787373778265,5626.12494974992,5640.0,3469.443719012451,15.628124860416445,3469.443719012451,3.8746309394274117,8.0,3.873848736727142,2.4101184329950125,0.0007822028366899538,471.94881594650724,735.9274398771628,-6797.272728436671,4.820236865990025,0.0
370,Dove 2k-44 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,235.0,457,474,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BA,42873,,2017,7,14,(0 Flock 2K-44 1020),4.101523742186674,6845,6828,13673,6836.5,17,13672.989431722677,6836.494715861339,0.0011169098934659455,5625.5077906794095,5640.0,3672.206474471281,15.626410529665026,3672.206474471281,4.101523742186674,8.5,4.100508715573986,2.1836912566427,0.0010150265213255245,470.3694025869536,-2312.1231910892716,-6433.642406387093,4.3673825132854,0.0
371,Dove 2k-45  ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,101.0,457,474,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AH,42856,,2017,7,14,(0 Flock 2K-45  100D),1.7627825445142729,6845,6828,13673,6836.5,17,13672.989431722677,6836.494715861339,0.0011169098934659455,5625.5077906794095,5640.0,1578.267463496168,15.626410529665026,1578.2674634961677,1.7627825445142726,8.5,2.2040404035154864,2.205039616128255,0.0009995793515483401,470.5165284405075,-2035.4038200323191,-6526.469006568076,4.41007923225651,0.0
372,Dove 2k-46 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,75.0,457,474,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AK,42858,,2017,7,14,(0 Flock 2K-46 103F),1.3089969389957472,6845,6828,13673,6836.5,17,13672.989431722677,6836.494715861339,0.0011169098934659455,5625.5077906794095,5640.0,1171.980789724877,15.626410529665026,1171.980789724877,1.308996938995747,8.5,2.203678899521637,2.2046783774189884,0.0009998445527598532,470.5140577313905,-2040.1185185331324,-6524.996771212804,4.409356754837977,0.0
373,Dove 2k-47 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,217.0,457,474,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AF,42854,,2017,7,14,(0 Flock 2K-47 1043),3.7873644768276953,6845,6828,13673,6836.5,17,13672.989431722677,6836.494715861339,0.0011169098934659455,5625.5077906794095,5640.0,3390.931084937311,15.626410529665026,3390.9310849373105,3.7873644768276944,8.5,3.7866189644858466,2.4973114859123853,0.0007455125695721589,472.27404239408133,1903.9785592617807,-6566.013345236388,4.9946229718247706,0.0
374,Dove 2k-48 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,85.0,457,474,0.00124,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017--042AG,42855,,2017,7,14,(0 Flock 2K-48 101C),1.4835298641951802,6845,6828,13673,6836.5,17,13672.989431722677,6836.494715861339,0.0011169098934659455,5625.5077906794095,5640.0,1328.2448950215273,15.626410529665026,1328.2448950215273,1.48352986419518,8.5,2.203780109483336,2.2047795131223404,0.0009997703177737963,470.5147495197534,-2038.798655511929,-6525.409295052669,4.409559026244681,0.0
375,Dove 2k-5 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,143.0,461,475,0.0010199999999999999,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AR,42864,,2017,7,14,(0  Flock 2K-5 0F29),2.4958208303518914,6846,6832,13678,6839.0,14,13677.99283520795,6838.996417603975,0.0011162975189509404,5628.593811696649,5640.0,2235.802541868391,15.63498281026847,2235.802541868391,2.495820830351891,7.0,2.496434182034184,2.4970472839070132,0.0006133518090099151,473.57367949979835,1901.203769174344,-6569.421589062539,4.9940945678140265,0.0
376,Dove 2k-6 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,341.0,461,475,0.0010199999999999999,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042CA,42897,,2017,7,14,(0 Flock 2K-6 0F2A),5.951572749300664,6846,6832,13678,6839.0,14,13677.99283520795,6838.996417603975,0.0011162975189509404,5628.593811696649,5640.0,5331.529138301548,15.63498281026847,5331.529138301548,5.951572749300664,7.0,5.951240349206845,0.33227751847877013,0.00033240023613955664,461.4050257062063,5383.601134695508,4217.670113503468,0.6645550369575403,0.0
377,Dove 2k-7 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,358.0,461,475,0.0010199999999999999,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AP,42862,,2017,7,14,(0 Flock 2K-7 0F2B),6.2482787221397,6846,6832,13678,6839.0,14,13677.99283520795,6838.996417603975,0.0011162975189509404,5628.593811696649,5640.0,5597.323846076112,15.63498281026847,5597.323846076112,6.248278722139699,7.0,6.248243088328716,0.03497787084252001,3.5633829481492914e-05,461.0284781362179,6822.272454534468,478.0369407218233,0.06995574168504003,0.0
378,Dove 2k-8 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,25.0,461,475,0.0010199999999999999,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AQ,42863,,2017,7,14,(0 Flock 2K-8 0F2D),0.4363323129985824,6846,6832,13678,6839.0,14,13677.99283520795,6838.996417603975,0.0011162975189509404,5628.593811696649,5640.0,390.8745702567117,15.63498281026847,390.87457025671176,0.4363323129985824,7.0,0.4367637824906016,0.43719545153265504,0.00043146964955708376,461.679068865561,4386.9739895022685,5246.556144536453,0.8743909030653101,0.0
379,Dove 2k-9 ,NR (10/17),USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,37.0,461,475,0.0010199999999999999,97.0,94.0,4.0,,,2017-07-14,,Planet Labs Inc.,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BZ,42896,,2017,7,14,(0 Flock 2K-9 0F2E),0.6457718232379019,6846,6832,13678,6839.0,14,13677.99283520795,6838.996417603975,0.0011162975189509404,5628.593811696649,5640.0,578.4943639799334,15.63498281026847,578.4943639799334,0.6457718232379019,7.0,0.6463861750175269,0.647000777035789,0.0006143519060457617,462.4314745610527,1868.9197450296683,6578.678791815956,1.294001554071578,0.0
380,Dove 2p-1 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,144.0,500,513,0.0009449999999999999,97.51,94.75,4.0,,,2016-06-22,,Planet Labs Inc.,USA,Satish Dhawan Space Centre,PSLV XL,2016-040U,41617,,2016,6,22,( (0 Flock 2P-1 0E0D),2.5132741228718345,6884,6871,13755,6877.5,13,13754.99385677798,6877.49692838899,0.0011069371587153248,5676.189707527432,5685.0,2270.4758830109727,15.767193632020645,2270.4758830109727,2.5132741228718345,6.5,2.5138291556010404,2.5143839761828386,0.000555032834504896,511.7601130895637,2139.7779906909204,-6536.154698319417,5.028767952365677,0.0
381,Dove 2p-10 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,80.0,500,513,0.0009449999999999999,97.51,94.76,4.0,,,2016-06-22,,Planet Labs Inc.,USA,Satish Dhawan Space Centre,PSLV XL,2016-040P,41612,,2016,6,22,(0 Flock 2P-10 0E2F),1.3962634015954636,6884,6871,13755,6877.5,13,13754.99385677798,6877.49692838899,0.0011069371587153248,5676.189707527432,5685.6,1261.3754905616515,15.767193632020645,1261.3754905616515,1.3962634015954636,6.5,1.397194197663394,1.3981250694424332,0.0009307958115664333,505.3773772996783,-6471.449374394546,2328.1633110684484,2.7962501388848664,0.0
382,Dove 2p-11 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,40.0,496,518,0.0016,97.51,94.77,4.0,,,2016-06-22,,Planet Labs Inc.,USA,Satish Dhawan Space Centre,PSLV XL,2016-040K,41608,,2016,6,22,(0 Flock 2P-11 0E30),0.6981317007977318,6889,6867,13756,6878.0,22,13755.9824076654,6877.9912038327,0.0011068164567989481,5676.808714383726,5686.2,630.7565238204139,15.76891309551035,630.756523820414,0.698131700797732,11.0,2.46741508400322,2.4684132687624265,0.0009988089916477638,515.5971766965977,1530.7543427764383,-6705.487315285446,4.936826537524853,0.0
383,Dove 2p-12 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,54.0,499,514,0.00109,97.51,94.75,4.0,,,2016-06-22,,Planet Labs Inc.,USA,Satish Dhawan Space Centre,PSLV XL,2016-040R,41614,,2016,6,22,(0 Flock 2P-12 0E3A),0.9424777960769379,6885,6870,13755,6877.5,15,13754.991821153511,6877.495910576756,0.0011069371587153248,5676.189707527432,5685.0,851.4284561291148,15.767193632020645,851.4284561291148,0.9424777960769379,7.5,0.9433601899381338,0.9442428660764035,0.0008823938129884514,502.0990357863702,-2148.341350087041,6533.344084937368,1.888485732152807,0.0
384,Dove 2p-2 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,334.0,499,516,0.00124,97.51,94.77,4.0,,,2016-06-22,,Planet Labs Inc.,USA,Satish Dhawan Space Centre,PSLV XL,2016-040L,41609,,2016,6,22,(0 Flock 2P-2 (0e0E),5.82939970166106,6887,6870,13757,6878.5,17,13756.989496252441,6878.494748126221,0.0011066957768168088,5677.4277437399505,5686.2,5267.391295580954,15.770632621499862,5267.391295580954,5.82939970166106,8.5,5.828855514940429,0.45487428241295763,0.0005441870047664419,499.83591584731585,4223.015448625652,5429.535684907415,0.9097485648259153,0.0
385,Dove 2p-3 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,346.0,500,514,0.0010199999999999999,97.51,94.75,4.0,,,2016-06-22,,Planet Labs Inc.,USA,Satish Dhawan Space Centre,PSLV XL,2016-040V,41618,,2016,6,22,(0 Flock 2P-3 (0E0F),6.03883921190038,6885,6871,13756,6878.0,14,13755.992875834154,6877.996437917077,0.0011068164567989481,5676.808714383726,5685.0,5456.043931046581,15.76891309551035,5456.043931046581,6.038839211900381,7.0,6.038592207105819,0.24484022720735,0.0002470049105006621,500.1932515430981,6069.719449498374,3235.0237965793185,0.4896804544147,0.0
386,Dove 2p-4 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,120.0,499,514,0.00109,97.51,94.76,4.0,,,2016-06-22,,Planet Labs Inc.,USA,Satish Dhawan Space Centre,PSLV XL,2016-040N,41611,,2016,6,22,(0 Flock 2P-4 0E14),2.0943951023931953,6885,6870,13755,6877.5,15,13754.991821153511,6877.495910576756,0.0011069371587153248,5676.189707527432,5685.6,1892.063235842477,15.767193632020645,1892.0632358424773,2.0943951023931953,7.5,2.0953385559011584,2.096281751758536,0.0009434533684593071,510.2543608611013,-3416.251467510918,-5969.019164805846,4.192563503517072,0.0
