,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
321,Dove 2ep-17 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,252.0,398,408,0.0007379999999999999,51.6,92.6,4.0,,,2016-09-15,,Planet,USA,International Space Station,Nanorack Deployer,1998-067KN,41776,,2016,9,15,(0 Flock 2EP-17 0C12),4.39822971502571,6779,6769,13548,6774.0,10,13547.996309417862,6773.998154708931,0.0011324031704937282,5548.5409003580535,5556.0,3883.9786302506377,15.412613612105703,3883.9786302506373,4.3982297150257095,5.0,4.397527995347043,1.8863589512263719,0.000701719581788382,404.54817743533476,-5469.084158880233,-3997.0221113978746,3.7727179024527437,0.0
322,Dove 2ep-18 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,196.0,398,408,0.0007379999999999999,51.6,92.6,4.0,,,2016-09-16,,Planet,USA,International Space Station,Nanorack Deployer,1998-067KM,41769,,2016,9,16,(0 Flock 2EP-18 0C44),3.420845333908886,6779,6769,13548,6774.0,10,13547.996309417862,6773.998154708931,0.0011324031704937282,5548.5409003580535,5556.0,3020.872267972718,15.412613612105703,3020.872267972718,3.4208453339088853,5.0,3.4206420577466647,2.8627464535360834,0.00020327621057560167,407.8058310145543,5747.594167244978,-3585.000737315223,5.725492907072167,0.0
323,Dove 2ep-19 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,47.0,398,408,0.0007379999999999999,51.6,92.6,4.0,,,2016-09-15,,Planet,USA,International Space Station,Nanorack Deployer,1998-067KQ,41782,,2016,9,15,(0 Flock 2EP-19 0C62),0.8203047484373349,6779,6769,13548,6774.0,10,13547.996309417862,6773.998154708931,0.0011324031704937282,5548.5409003580535,5556.0,724.3928397689682,15.412613612105703,724.3928397689681,0.8203047484373347,5.0,0.8208447592645656,0.8213849059266688,0.0005400108430862899,399.59252049479255,-487.12756518899533,6756.460453855565,1.6427698118533376,0.0
324,Dove 2ep-2 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,120.0,400,401,7.38e-05,51.6,92.5,4.0,,,2016-05-17,,Planet Labs Inc.,USA,International Space Station,Nanorack Deployer,1998-067JB,41481,,2016,5,17,(0 Flock 2EP-2 0C1B),2.0943951023931953,6772,6771,13543,6771.5,1,13542.999963080558,6771.499981540279,0.0011330303437658777,5545.469582302648,5550.0,1848.4898607675493,15.40408217306291,1848.4898607675493,2.0943951023931957,0.5,2.094459012709704,2.0945229218468935,6.391031646511479e-05,400.74989600889603,-3384.2507484353837,-5865.156343539292,4.189045843693787,0.0
325,Dove 2ep-20 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,265.0,398,409,0.0008119999999999999,51.6,92.6,4.0,,,2016-09-17,,Planet,USA,International Space Station,Nanorack Deployer,1998-067KP,41777,,2016,9,17,(0 Flock 2EP-20 0C38),4.625122517784973,6780,6769,13549,6774.5,11,13548.995534725074,6774.497767362537,0.0011322778052702085,5549.155231988459,5556.0,4084.79482354706,15.41432008885683,4084.79482354706,4.625122517784973,5.5,4.624313664933014,1.6596804660381437,0.0008088526776148021,403.98386682746695,-6667.739208493048,-1197.957908945365,3.3193609320762874,0.0
326,Dove 2ep-3 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,281.0,398,402,0.000295,51.6,92.5,4.0,,,2016-05-17,,Planet Labs Inc.,USA,International Space Station,Nanorack Deployer,1998-067JA,41480,,2016,5,17,(0 Flock 2EP-3 0D06),4.904375198104066,6773,6769,13542,6771.0,4,13541.999409245298,6770.999704622649,0.0011331558478930902,5544.855386716748,5550.0,4328.067676853907,15.40237607421319,4328.067676853907,4.904375198104066,2.0,4.9040856017839625,1.37938930984644,0.0002895963124661227,399.61943736711964,-6280.895907050838,2529.1870327610304,2.75877861969288,0.0
327,Dove 2ep-4 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,3.0,399,402,0.00022200000000000003,51.6,92.5,4.0,,,2016-05-17,,Planet Labs Inc.,USA,International Space Station,Nanorack Deployer,1998-067JC,41482,,2016,5,17,(0 Flock 2EP-4 0C22),0.05235987755982989,6773,6770,13543,6771.5,3,13542.99966772502,6771.49983386251,0.0011330303437658777,5545.469582302648,5550.0,46.21224651918874,15.40408217306291,46.21224651918873,0.05235987755982989,1.5,0.052371498718477384,0.052383121165591635,1.1621158932555006e-05,398.99878809779966,6734.372102887675,708.1275345886035,0.10476624233118327,0.0
328,Dove 2ep-5 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,90.0,399,402,0.00022200000000000003,51.6,92.5,4.0,,,2016-06-01,,Planet,USA,International Space Station,Nanorack Deployer,1998-067JR,41567,,2016,6,1,(0 Flock 2EP-5 0C59),1.5707963267948966,6773,6770,13543,6771.5,3,13542.99966772502,6771.49983386251,0.0011330303437658777,5545.469582302648,5550.0,1386.367395575662,15.40408217306291,1386.367395575662,1.5707963267948968,1.5,1.5710183267948967,1.5712403267857793,0.00022199999635298423,400.50033372660255,-6771.497330187437,-6.013090938729492,3.1424806535715586,0.0
329,Dove 2ep-6 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,161.0,398,403,0.00036899999999999997,51.6,92.5,4.0,,,2016-06-01,,Planet,USA,International Space Station,Nanorack Deployer,1998-067JS,41568,,2016,6,1,(0 Flock 2EP-6 0C46),2.8099800957108707,6774,6769,13543,6771.5,5,13542.999077013925,6771.499538506962,0.0011330303437658777,5545.469582302648,5550.0,2480.0572298631287,15.40408217306291,2480.0572298631287,2.809980095710871,2.5,2.8101001884599435,2.8102202602649187,0.00012009275580478212,402.8626493412212,5338.0166712610235,-4166.387872157109,5.620440520529837,0.0
330,Dove 2ep-7 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,73.0,399,402,0.00022200000000000003,51.6,92.5,4.0,,,2016-06-01,,Planet,USA,International Space Station,Nanorack Deployer,1998-067JT,41569,,2016,6,1,(0 Flock 2EP-7 0C42),1.2740903539558606,6773,6770,13543,6771.5,3,13542.99966772502,6771.49983386251,0.0011330303437658777,5545.469582302648,5550.0,1124.4979986335925,15.40408217306291,1124.4979986335925,1.2740903539558608,1.5,1.2743026673922107,1.274514987711295,0.0002123134336064257,400.0607907392914,-5617.041712577558,3781.8056464296646,2.54902997542259,0.0
331,Dove 2ep-8 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,356.0,396,403,0.000517,51.6,92.5,4.0,,,2016-06-01,,Planet,USA,International Space Station,Nanorack Deployer,1998-067JU,41570,,2016,6,1,(0 Flock 2EP-8 0C76),6.213372137099813,6774,6767,13541,6770.5,7,13540.998190680035,6770.499095340017,0.0011332813751918642,5544.2412138078635,5550.0,5482.638533654443,15.400670038355177,5482.638533654443,6.213372137099813,3.5,6.2133360543935705,0.06988534480167788,3.608271102589987e-05,396.00818698567764,6704.4738732000305,943.2391509147693,0.13977068960335576,0.0
332,Dove 2ep-9 ,NR,USA,Planet Labs Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,241.0,395,406,0.0008119999999999999,51.6,92.5,4.0,,,2016-06-03,,Planet,USA,International Space Station,Nanorack Deployer,1998-067JZ,41575,,2016,6,3,(0 Flock 2EP-9 0C19),4.2062434973063345,6777,6766,13543,6771.5,11,13542.995532746809,6771.497766373404,0.0011330303437658777,5545.469582302648,5550.0,3712.383803708162,15.40408217306291,3712.3838037081614,4.2062434973063345,5.5,4.205533585571833,2.0783614933653287,0.0007099116703452005,403.16911867084127,-3572.02862634288,-5752.721261293002,4.156722986730657,0.0
525,e-st@r-2,Italy,Italy,Polytechnic of Turin,Civil,Technology Development,,LEO,Elliptical,150.0,442,687,0.0177,98.2,95.9,1.0,,,2016-04-25,,Polytechnic of Turin,Italy,Guiana Space Center,Soyuz 2-1a,2016-025D,41459,Demonstrate an attitude control system using measurements of Earths magnetic field,2016,4,25,,2.6179938779914944,7058,6813,13871,6935.5,245,13868.836144392219,6934.418072196109,0.0010930806364469429,5748.144370760305,5754.0,2395.0601544834603,15.967067696556402,2395.0601544834603,2.617993877991494,122.5,3.0859058708701372,3.0868824645407615,0.0009853007460218627,687.0680612693241,6894.022664588285,-757.2534575178377,6.173764929081523,0.0
561,exactView 9,NR,Canada,exactEarth,Commercial,Communications,Automatic Identification System (AIS),LEO,Equatorial,151.0,630,649,0.0013599999999999999,6.0,97.5,6.0,6.0,,2015-09-28,,Space Flight Laboratory (SFL),Canada,Satish Dhawan Space Centre,PSLV C-30,2015-052C,40932,Continuation of constellation.,2015,9,28,,2.6354471705114375,7020,7001,14021,7010.5,19,14020.987126447268,7010.493563223634,0.0010755865792461104,5841.636023000152,5850.0,2450.241776313953,16.226766730555976,2450.2417763139524,2.6354471705114375,9.5,2.636105728251866,2.6367638945483844,0.0006585581113375308,647.8419114313556,3730.6425858976268,-5935.431867495208,5.273527789096769,0.0
562,Ex-Alta 1 ,NR (10/17),Canada,University of Alberta,Civil,Earth Science,,LEO,Non-Polar Inclined,28.0,397,408,0.0008119999999999999,51.6,92.6,2.0,,,2017-05-26,,University of Alberta ,Canada,International Space Station,Nanorack Deployer,1998-067MP,42734,Earth science in the thermosphere.,2017,5,26,(QB50 - CA03),0.4886921905584123,6779,6768,13547,6773.5,11,13546.995534065847,6773.497767032924,0.0011325285588529123,5547.926591399641,5556.0,431.50540155330543,15.410907198332337,431.50540155330543,0.48869219055841223,5.5,0.4890736749739605,0.48945529619460404,0.0003814844950616396,397.64470123406954,3779.118305581276,5621.258422161012,0.9789105923892081,0.0
576,Falconsat-3,USA,USA,US Air Force Academy,Military/Civil,Technology Development,,LEO,Non-Polar Inclined,225.0,538,540,0.000145,35.4,95.4,46.0,,,2007-03-09,,US Air Force Academy,USA,Cape Canaveral,Atlas 5,2007-006E,30776,Air Force Academys first attempt at achieving three axis attitude determination and control (ADCS). FalconSAT-3 will carry three payloads to conduct DoD research. When primary mission completed amateur radio payload will be activated.,2007,3,9,,3.9269908169872414,6911,6909,13820,6910.0,2,13819.9998552822,6909.9999276411,0.001099136914864083,5716.471917383061,5724.0,3572.794948364413,15.879088659397391,3572.794948364413,3.926990816987242,1.0,3.926888297015392,2.356399524879974,0.00010251997202956151,539.7085582696145,2.833579303617223,-6909.99934665905,4.712799049759948,0.0
577,FAST 1 ,USA,USA,University of Texas - Austin,Civil,Technology Development,,LEO,Polar,65.0,627,654,0.00193,71.97,97.54,55.0,,,2010-11-20,,University of Texas - Austin,USA,Kodiak Launch Complex,Minotaur 4,2010-062F,37227,Consists of two satellites that will be launched together -- Sara Lily and Emma.,2010,11,20,(Sara Lilly and Emma USA 222),1.1344640137963142,7025,6998,14023,7011.5,27,14022.974006964429,7011.487003482214,0.0010753564826417748,5842.885971863021,5852.400000000001,1054.9655226974899,16.230238810730615,1054.96552269749,1.1344640137963145,13.5,2.5971162167320823,2.598115075752549,0.0009996842200818634,652.0754206331576,3261.629621250155,-6206.670738148535,5.196230151505098,0.0
586,Fermi Gamma-Ray Space Telescope ,USA,USA,National Aeronautics and Space Administration (NASA)/GSFC,Government,Space Science,,LEO,Non-Polar Inclined,131.0,537,556,0.00137,25.6,95.6,4303.0,,,2008-06-11,,General Dynamics,USA,Cape Canaveral,Delta 2,2008-029A,33053,Will study the cosmos in the photon energy range of 8000 electronvolts (8 keV) to greater than 300 billion electronvolts (300 GeV).,2008,6,11,(formerly GLAST),2.2863813201125716,6927,6908,13835,6917.5,19,13834.98695337296,6917.49347668648,0.0010973498620193245,5725.781288765441,5736.0,2083.5481911896463,15.904948024348446,2083.5481911896463,2.2863813201125716,9.5,2.3239825254334474,2.3249814910378057,0.0009994338563745087,552.9819343899635,-431.551422787489,-6904.0190991000445,4.649962982075611,0.0
587,FIA Radar 1 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,102.0,1101,1107,0.000401,122.99,107.35,,,,2010-09-21,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Atlas 5,2010-046A,37162,Amateur observers speculate that this is part of the FIA.,2010,9,21,(Future Imagery Architecture (FIA) Radar 1 NROL-41 USA 215 Topaz),1.7802358370342162,7478,7472,14950,7475.0,6,14949.998795986574,7474.999397993287,0.000976904408811773,6431.729911856925,6441.0,1822.3234750261288,17.865916421824792,1822.3234750261288,1.7802358370342162,3.0,1.7806280415230071,1.7810202296133368,0.000392204470047253,1104.6243599804347,-6823.9742287532235,-3051.065260837969,3.5620404592266737,0.0
588,FIA Radar 2 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,326.0,1068,1107,0.0026100000000000003,123.0,107.0,,,,2012-04-03,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Delta 4,2012-014A,38109,Amateur observers speculate that this is part of the FIA.,2012,4,3,(Future Imagery Architecture (FIA) Radar 2 NROL-25 USA 234 Topaz),5.689773361501515,7478,7439,14917,7458.5,39,14916.94901781192,7458.47450890596,0.0009801479230968654,6410.4459736315075,6420.0,5805.014965010755,17.80679437119863,5805.014965010753,5.689773361501513,19.5,5.6883107031407505,0.5963388456592765,0.001462660737281932,1071.377325940266,2753.474264483921,6931.614047139972,1.192677691318553,0.0
589,FIA Radar 3 ,NR,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,46.0,1066,1081,0.00101,123.0,106.7,,,,2013-12-06,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Atlas 5,2013-072A,39462,US reconnaissance satellite part of the only remaining element of the Future Imaging Architecture programme equipped with an imaging radar. Orbit plane is 90° away in RA from each of the two earlier launches.,2013,12,6,(Future Imagery Architecture (FIA) Radar 3 NROL-39  USA 247 Topaz),0.8028514559173916,7452,7437,14889,7444.5,15,14888.99244408432,7444.49622204216,0.0009829140968377447,6392.405325545747,6402.0,816.8073471530677,17.756681459849297,816.8073471530677,0.8028514559173917,7.5,0.8035784992129118,0.8043057974156549,0.0007270433461808206,1068.2808356407377,-281.44867336219613,7439.174061995156,1.6086115948313098,0.0
590,FIA Radar 4 ,NR (12/16),USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,206.0,1086,1087,6.709999999999999e-05,123.0,106.7,,,,2016-02-10,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Delta 4,2016-010A,41334,,2016,2,10,(Future Imagery Architecture (FIA) Radar 4 NROL-45 USA 267 Topax),3.595378259108319,7458,7457,14915,7457.5,1,14914.999966476702,7457.499983238351,0.0009803450764552606,6409.15679395094,6402.0,3667.46194320526,17.80321331653039,3667.46194320526,3.5953782591083194,0.5,3.595348846178237,2.6878658730445313,2.9412930127788086e-05,1086.9497614197098,4591.9868009864795,-5876.049975481341,5.375731746089063,0.0
591,Firebird-C ,USA,USA,Firebird Consortium (Montana State Univ. Univ. of New Hampshire Aerospace Corp. Los Alamos National Laboratory),Government/Civil,Space Science,,LEO,Elliptical,42.0,437,667,0.0166,99.1,95.7,2.0,,,2015-01-31,0.25,Montana State University,USA,Vandenberg AFB,Delta 2,2015-003B,40377,One of a simultaneously-launched pair studying space weather in particular - electron microbursts in the Van Allen radiation belts.,2015,1,31,(Focused Investigations of Relativistic Electron Burst Intensity Range and Dynamics),0.7330382858376184,7038,6808,13846,6923.0,230,13844.089569198835,6922.044784599418,0.0010960424319962048,5732.611369558129,5742.0,668.8046597817818,15.923920470994803,668.8046597817818,0.7330382858376184,115.0,3.0815043148186225,3.0824930573926053,0.0009970033347874085,666.7143936050961,6874.695491629228,-816.2762945907978,6.1649861147852105,0.0
592,Firebird-D ,USA,USA,Firebird Consortium (Montana State Univ. Univ. of New Hampshire Aerospace Corp. Los Alamos National Laboratory),Government/Civil,Space Science,,LEO,Elliptical,211.0,444,675,0.0167,99.1,97.7,2.0,,,2015-01-31,0.25,Montana State University,USA,Vandenberg AFB,Delta 2,2015-003C,40378,One of a simultaneously-launched pair studying space weather in particular - electron microbursts in the Van Allen radiation belts.,2015,1,31,(Focused Investigations of Relativistic Electron Burst Intensity Range and Dynamics),3.6826447217080354,7046,6815,13861,6930.5,231,13859.07500520868,6929.53750260434,0.0010942637521274207,5741.929489087147,5862.0,3365.4086727705226,15.949804136353187,3365.4086727705226,3.682644721708035,115.5,3.6741649708944655,2.6174397507541185,0.00848042239311336,659.2098927593552,3458.5961420691683,-6004.991673025728,5.234879501508237,0.0
596,FORTÉ ,USA,USA,Los Alamos National Laboratory,Government,Earth Observation,Radar Imaging,LEO,Polar,280.0,790,823,0.0023,70.0,101.0,215.0,41.0,55.0,1997-08-29,3.0,Los Alamos National Lab/Sandia National Lab,USA,Vandenberg AFB,Pegasus XL,1997-047A,24920,Electronic equipment for detecting analyzing and recording bursts of radio energy (nuclear tests) from near Earth's surface (nonproliferation); study lightning; plastic satellite bus.,1997,8,29,(Fast On-orbit Recording of Transient Events),4.886921905584122,7194,7161,14355,7177.5,33,14354.962068915404,7177.481034457702,0.0010382670301358932,6051.608232573092,6060.0,4706.806403112405,16.81002286825859,4706.806403112405,4.886921905584122,16.5,4.8846559427474645,1.4007957702537865,0.002265959136046452,803.6702185823615,-6766.6189475479,2393.6048108619657,2.801591540507573,0.0
597,Fox-1A ,NR,USA,AMSAT-NA,Civil,Communications/Technology Development,,LEO,Non-Polar Inclined,343.0,496,802,0.0218,64.78,97.7,1.0,,,2015-10-08,11.0,AMSAT/Penn State University/Vanderbilt University/Virginia Tech,USA,Cape Canaveral,Atlas 5,2015-058D,40967,NASA-sponsored ride-along on a NRL launch. Amateur radio and three technology experiments by American universities.,2015,10,8,(AO-85),5.98647933434055,7173,6867,14040,7020.0,306,14036.664988522025,7018.3324942610125,0.00107340396925599,5853.5141355352525,5862.0,5577.098190246088,16.259761487597924,5577.098190246088,5.98647933434055,153.0,5.979969926667746,0.3097938445582185,0.006510726967884804,502.945296884689,5715.108041266678,4075.5424524805117,0.619587689116437,0.0
599,Galassia,NR,Singapore,National University of Singapore,Civil,Earth Science,,LEO,Equatorial,284.0,529,549,0.00145,14.98,95.43,3.0,,,2015-12-16,,National University of Singapore,Singapore,Satish Dhawan Space Centre,PSLV-C29,2015-077E,41170,Measure the total electron count in the ionosphere above Singapore and a small photo-entangling quantum system to acquire quantum correlation data in space.,2015,12,16,,4.956735075663896,6920,6900,13820,6910.0,20,13819.985528212394,6909.992764106197,0.001099136914864083,5716.471917383061,5725.8,4509.661179268859,15.879088659397391,4509.661179268859,4.956735075663897,10.0,4.9553276531556305,1.3292653211476633,0.0014074216649166051,536.5897487531956,-6119.335644794082,3209.6432342206435,2.6585306422953265,0.0
632,Gaofen 3 ,NR,China,State Oceanic Administration (SOA),Government,Earth Observation,Radar Imaging,LEO,Polar,194.0,757,759,0.00014,98.4,99.8,1000.0,,,2016-08-09,8.0,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C,2016-049A,41727,Part of the China High-resolution Earth Observation System or CHEOS a network of satellites supplying near-realtime data to Chinese government agencies.,2016,8,9,,3.385938748868999,7130,7128,14258,7129.0,2,14257.999859727872,7128.999929863936,0.0010488803348371579,5990.373828636107,5988.0,3228.1458965427905,16.639927301766964,3228.145896542791,3.3859387488689996,1.0,3.385904884403812,2.897314284941144,3.386446548704209e-05,758.9684215286734,6294.986675222005,-3346.0100924064986,5.794628569882288,0.0
639,GEARRSAT-2 ,NR,USA,NearSpace Launch/Air Force Research Laboratory,Government,Technology Development,,LEO,Non-Polar Inclined,34.0,356,700,0.0249,55.0,95.0,10.0,,,2015-05-20,,NearSpace Launch/Air Force Research Laboratory,USA,Cape Canaveral,Atlas 5,2015-025G,40657,,2015,5,20,(Globalstar Experiment And Risk Reduction Satellite),0.5934119456780721,7071,6727,13798,6899.0,344,13793.71117574962,6896.85558787481,0.0011017667142905188,5702.8273097047,5700.0,538.6003570276662,15.841186971401946,538.6003570276662,0.5934119456780721,172.0,3.101602824875372,3.1025862250630785,0.000995789777404994,699.6477601062643,6878.016967910294,-537.4978192540191,6.205172450126157,0.0
640,Genesis-1,USA,USA,Bigelow Aerospace,Commercial,Technology Development,,LEO,Non-Polar Inclined,36.0,522,569,0.0034,64.5,95.6,1360.0,,,2006-07-12,5.0,Bigelow Aerospace,USA,Dombarovsky Air Base,Dnepr,2006-029A,29252,Prototype for space hotel; inflatable spacecraft.,2006,7,12,,0.6283185307179586,6940,6893,13833,6916.5,47,13832.920154472085,6916.460077236043,0.0010975878558439325,5724.539747525232,5736.0,572.4539747525232,15.9014992986812,572.4539747525232,0.6283185307179586,23.5,2.843851216474413,2.8448470308783325,0.0009974354429660348,567.981426942184,5733.731648278051,-3868.09008532306,5.689694061756665,0.0
641,Genesis-2,USA,USA,Bigelow Aerospace,Commercial,Technology Development,,LEO,Non-Polar Inclined,112.0,508,586,0.00564,64.5,95.6,1360.0,,,2007-06-28,5.0,Bigelow Aerospace,USA,Dombarovsky Air Base,Dnepr,2007-028A,31789,Second prototype for space hotel; inflatable spacecraft.,2007,6,28,,1.9547687622336491,6957,6879,13836,6918.0,78,13835.780137021547,6917.890068510774,0.0010972308973582253,5726.402093039351,5736.0,1781.5473178344646,15.906672480664863,1781.5473178344646,1.954768762233649,39.0,2.9641286597291985,2.9651215631034877,0.0009956670795044447,585.4047322394099,6491.572965612851,-2391.2387379020083,5.9302431262069755,0.0
647,Globalstar M004 ,USA,USA,Globalstar ,Commercial,Communications,,LEO,Non-Polar Inclined,134.0,1407,1412,0.000321,52.0,114.0,450.0,350.0,1500.0,1998-02-14,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,1998-008B,25163,,1998,2,14,(Globalstar 4),2.3387411976724017,7783,7778,15561,7780.5,5,15560.999196709703,7780.4995983548515,0.0009199359788463617,6830.024536119311,6840.0,2542.2869106666326,18.972290378109196,2542.286910666632,2.3387411976724013,2.5,2.338972054270674,2.339202885125615,0.00023085659991242086,1411.235352120064,-264.35547738887476,-7776.007342382696,4.67840577025123,0.0
648,Globalstar M023 ,USA,USA,Globalstar ,Commercial,Communications,,LEO,Non-Polar Inclined,115.0,1406,1422,0.00103,52.0,114.1,450.0,350.0,1500.0,1999-02-09,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,1999-004A,25621,,1999,2,9,(Globalstar 9),2.007128639793479,7793,7777,15570,7785.0,16,15569.991779060128,7784.995889530064,0.0009191384617706584,6835.950804490819,6846.0,2183.7065069901228,18.98875223469672,2183.7065069901228,2.007128639793479,8.0,2.0080617306426567,2.0089946178176628,0.0009330906670155514,1417.3955652136128,-4981.810643769037,-5982.286345355613,4.0179892356353255,0.0
649,Globalstar M028 ,USA,USA,Globalstar,Commercial,Communications,,LEO,Non-Polar Inclined,178.0,1413,1414,6.42e-05,52.0,114.1,450.0,350.0,1500.0,1999-07-25,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,1999-041D,25875,,1999,7,25,(Globalstar 26),3.1066860685499065,7785,7784,15569,7784.5,1,15568.9999678849,7784.49998394245,0.0009192270178648897,6835.292245623599,6846.0,3379.6722770027795,18.98692290451,3379.67227700278,3.106686068549907,0.5,3.106688308953849,3.1066905492859163,2.240403946595303e-06,1413.999460495802,7765.542215187777,-542.9496780736958,6.2133810985718325,0.0
650,Globalstar M031 ,USA,USA,Globalstar ,Commercial,Communications,,LEO,Non-Polar Inclined,246.0,1477,1478,6.37e-05,52.0,114.1,450.0,350.0,1500.0,1999-10-18,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,1999-058D,25946,,1999,10,18,(Globalstar 44),4.293509959906051,7849,7848,15697,7848.5,1,15696.99996814678,7848.49998407339,0.0009080063196351622,6919.759445841936,6846.0,4728.50228799199,19.2215540162276,4728.50228799199,4.293509959906051,0.5,4.293451768568086,1.9897917291954779,5.819133791908478e-05,1477.7033743381853,-5250.313809838247,-5833.794392168606,3.9795834583909557,0.0
651,Globalstar M037 ,USA,USA,Globalstar ,Commercial,Communications,,LEO,Non-Polar Inclined,57.0,1411,1417,0.00038500000000000003,52.0,114.1,450.0,350.0,1500.0,1999-03-15,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,1999-012D,25652,,1999,3,15,(Globalstar 16),0.9948376736367679,7788,7782,15570,7785.0,6,15569.998843930593,7784.999421965296,0.0009191384617706584,6835.950804490819,6846.0,1082.358877377713,18.98875223469672,1082.358877377713,0.9948376736367678,3.0,0.9951606295247644,0.9954836192514563,0.0003229558838635556,1412.368406162569,-3175.6299890401656,7107.854224044809,1.9909672385029127,0.0
652,Globalstar M039 ,USA,USA,Globalstar ,Commercial,Communications,,LEO,Non-Polar Inclined,256.0,1411,1416,0.000321,52.0,114.1,450.0,350.0,1500.0,1999-11-22,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,1999-062A,25961,,1999,11,22,(Globalstar 45),4.468042885105484,7787,7782,15569,7784.5,5,15568.999197122466,7784.499598561233,0.0009192270178648897,6835.292245623599,6846.0,4860.65226355456,18.98692290451,4860.65226355456,4.468042885105484,2.5,4.467731444362881,1.8157652914423092,0.0003114407334743375,1414.1052754493103,-6868.747526061538,-3663.160696617216,3.6315305828846185,0.0
653,Globalstar M040 ,USA,USA,Globalstar ,Commercial,Communications,,LEO,Non-Polar Inclined,108.0,1415,1416,6.42e-05,52.0,114.1,450.0,350.0,1500.0,1999-02-09,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,1999-004B,25622,,1999,2,9,(Globalstar 10),1.8849555921538759,7787,7786,15573,7786.5,1,15572.999967893149,7786.4999839465745,0.0009188728787824906,6837.926607981755,6846.0,2051.3779823945265,18.994240577727098,2051.3779823945265,1.8849555921538759,0.5,1.8850166487709266,1.8850777047821516,6.105661698672319e-05,1415.6545045527373,-6298.292871164944,-4578.328196252635,3.7701554095643033,0.0
654,Globalstar M056 ,USA,USA,Globalstar ,Commercial,Communications,,LEO,Non-Polar Inclined,295.0,1413,1414,6.42e-05,52.0,114.1,450.0,350.0,1500.0,1999-10-18,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,1999-058C,25945,,1999,10,18,(Globalstar 43),5.1487212933832724,7785,7784,15569,7784.5,1,15568.9999678849,7784.49998394245,0.0009192270178648897,6835.292245623599,6846.0,5601.14225683045,18.98692290451,5601.14225683045,5.1487212933832724,0.5,5.148663106844622,1.1345803876628333,5.818653860604283e-05,1413.2888165820987,-5005.167950325843,5962.108175166087,2.2691607753256666,0.0
