,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
91,Artemis  ,ESA,ESA,European Space Agency,Commercial/Government,Communications/Technology Development,,GEO,,21.36,35771,35803,0.00037999999999999997,7.03,1436.12,3105.0,1500.0,4600.0,2001-07-12,10.0,Alenia Spazio,Italy,Guiana Space Center,Ariane 5G,2001-029A,26863,An 18-month rescue mission recovered the satellite; develop European capabilities in satellite communications; test new technologies; support development of European navigation system (EGNOS c. 2010).,2001,7,12,(Advanced Data Relay and Technology Mission Satellite),0.3728023282259888,42174,42142,84316,42158.0,32,84315.99392760545,42157.996963802725,7.293716284091653e-05,86145.18391514434,86167.2,5111.2809122985645,239.2921775420676,5111.280912298564,0.37280232822598874,16.0,0.3729407833694152,0.3730792630187958,0.00013845515121144167,35772.08117942373,30956.702082413092,28617.81686669617,0.7461585260375916,0.0
92,AsiaSat-3S ,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.55,35780,35792,0.00014199999999999998,0.02,1436.07,3480.0,2500.0,10000.0,1999-03-21,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,1999-013A,25657,28 C-band 16 Ku-band; broadcasting internet services multimedia telecommunications,1999,3,21,(Asiasat 3SA),1.8421950254800148,42163,42151,84314,42157.0,12,84313.99914604929,42156.999573024645,7.293975805388373e-05,86142.11885016024,86164.2,25256.39067954004,239.28366347266734,25256.390679540036,1.8421950254800143,6.0,1.8423318226290344,1.842468617172275,0.00013679714826599835,35787.60558982736,-36085.730892746105,-21795.244098514675,3.68493723434455,0.0
93,AsiaSat-4 ,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,122.24,35784,35789,5.93e-05,0.0,1436.1,4137.0,2275.0,9500.0,2003-04-12,15.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3B,2003-014A,27718,28 C-band 16 Ku-band; extensive C-band coverage across Asia and targeted Ku-band beams for Australasia East Asia and a BSS payload for provision of Direct to Home (DTH) services to Hong Kong.,2003,4,12,,2.1334904776378685,42160,42155,84315,42157.5,5,84314.99985174643,42157.49992587321,7.293846042816265e-05,86143.65137810822,86166.0,29250.555401277637,239.28792049474504,29250.555401277634,2.133490477637868,2.5,2.133540633233084,2.133590788034895,5.0155595199488034e-05,35787.83374116211,-18154.919807820286,-38048.04446920643,4.26718157606979,4.440892098500626e-16
94,AsiaSat-5,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,100.5,35778,35795,0.000202,0.0,1436.11,3760.0,,,2009-08-11,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,2009-042A,35696,14 Ku-Band 26 C-band serving all of Asia.,2009,8,11,,1.7540558982543013,42166,42149,84315,42157.5,17,84314.99828618868,42157.49914309434,7.293846042816265e-05,86143.65137810822,86166.59999999999,24048.43600972188,239.28792049474504,24048.436009721878,1.7540558982543009,8.5,1.7542545084344752,1.7544531149526785,0.00019861017769744793,35788.05354699701,-39345.40219380662,-15139.158600802863,3.508906229905357,0.0
95,AsiaSat-6 ,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,120.0,35783,35793,0.00011899999999999999,0.07,1436.17,3700.0,,,2014-09-07,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,14 of the 28 C-band transponders will be operated by Thaicom as Thaicom 7.,2014,9,7,(Thaicom-7),2.0943951023931953,42164,42154,84318,42159.0,10,84317.9994070068,42158.9997035034,7.293456778184279e-05,86148.24901648074,86170.20000000001,28716.08300549358,239.3006917124465,28716.08300549358,2.0943951023931953,5.0,2.0944981532847176,2.094601201109746,0.00010305089133997652,35790.50890822025,-21064.448566039006,-36519.45055514629,4.189202402219492,0.0
96,AsiaSat-7,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.5,35782,35793,0.00013000000000000002,0.02,1436.17,3813.0,,,2011-11-25,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-069A,37933,28 C-band 17 Ku-band and a Ka-band payload. Will replace AsiaSat-3S.,2011,11,25,,1.8413223608540177,42164,42153,84317,42158.5,11,84316.99928246973,42158.49964123486,7.293586529214378e-05,86146.71646126853,86170.20000000001,25245.773851843973,239.29643461463482,25245.773851843973,1.841322360854018,5.5,1.8414476284610144,1.8415728938904883,0.00012526760641698662,35788.96528954167,-36126.003346481215,-21731.336738047183,3.6831457877809766,0.0
97,AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.5,35781,35793,0.00014199999999999998,0.07,1436.1,4500.0,,8500.0,2014-08-05,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-046A,40107,24 Ku-band transponders.,2014,8,5,,1.8413223608540177,42164,42152,84316,42158.0,12,84315.99914606955,42157.99957303477,7.293716284091653e-05,86145.18391514434,86166.0,25245.32473068813,239.2921775420676,25245.32473068813,1.8413223608540175,6.0,1.8414591911859561,1.8415960189196503,0.00013683033118344252,35788.60059475494,-36124.56978960159,-21732.749755824505,3.6831920378393006,0.0
98,AsiaStar ,USA,USA,1Worldspace,Commercial,Communications,,GEO,,104.97,35773,35801,0.000332,0.02,1436.15,2775.0,1530.0,5600.0,2000-03-21,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107,Africa Middle East Asia Latin America and Caribbean. Services to underserved emerging markets; low-cost portable receivers.,2000,3,21,,1.8320721158184476,42172,42144,84316,42158.0,28,84315.99535082297,42157.99767541148,7.293716284091653e-05,86145.18391514434,86169.0,25118.499876590835,239.2921775420676,25118.499876590835,1.8320721158184474,14.0,1.8323928206369244,1.8327135116772721,0.000320704808663155,35790.61980626957,-36504.931870121785,-21087.59977137681,3.6654270233545443,0.0
99,ASNARO 1 ,Japan,Japan,Ministry of Economy Trade and Industry,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,171.0,506,507,7.269999999999999e-05,97.48,94.75,500.0,,,2014-11-06,3.0,NEC,Japan,Dombarovsky Air Base,Dnepr,2014-070A,40298,Japanese optical high-resolution Earth imaging mission under development by the NEC Corporation and USEF (Institute for Unmanned Space Experiment Free Flyer).,2014,11,6,(Advanced Satellite with New system Architecture for Observation),2.9845130209103035,6878,6877,13755,6877.5,1,13754.999963649581,6877.499981824791,0.0011069371587153248,5676.189707527432,5685.0,2696.1901110755302,15.767193632020645,2696.1901110755302,2.9845130209103035,0.5,2.984524392879348,2.9845357644401385,1.1371969073669572e-05,506.99383938053234,6540.987856080709,-2124.966845091588,5.969071528880277,0.0
100,Astra 1D ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,292.4,35776,35795,0.000225,1.15,1436.08,2924.0,1700.0,3300.0,1994-11-01,15.0,Hughes,USA,Guiana Space Center,Ariane 42P,1994-070A,23331,Primarily backup for Astra 1B and 1C; 18 Ku-band transponders; continental Europe.,1994,11,1,,5.103342732831419,42166,42147,84313,42156.5,19,84312.9978591676,42156.4989295838,7.294105571808137e-05,86140.58633130047,86164.79999999999,69965.29845353405,239.27940647583463,69965.29845353404,5.103342732831418,9.5,5.103134692136273,1.1802586646505118,0.00020804069290841136,35781.88729099719,-29937.728245889815,29680.00800185847,2.3605173293010235,0.0
101,Astra 1F ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.22,35778,35797,0.000225,0.03,1436.15,3010.0,1800.0,4400.0,1996-04-18,15.0,Hughes,USA,Baikonur Cosmodrome,Proton K,1996-021A,23842,Direct tv broadcast to Europe; 16 Ku-band transponders; Europe.,1996,4,18,,0.33545228223331014,42168,42149,84317,42158.5,19,84316.99785926916,42158.49892963458,7.293586529214378e-05,86146.71646126853,86169.0,4599.277473293281,239.29643461463482,4599.277473293281,0.3354522822333102,9.5,0.33552636713545597,0.3356004599089316,7.408490368223155e-05,35778.54328530731,33013.281993928955,26219.50227085286,0.6712009198178632,0.0
102,Astra 1G ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.24,35780,35791,0.00013000000000000002,0.04,1436.08,3379.0,,6600.0,1997-12-02,15.0,Hughes,USA,Baikonur Cosmodrome,Proton K,1997-076A,25071,Direct-to-home tv; multimedia; 32 Ku-band transponders; Europe,1997,12,2,,0.335801348083709,42162,42151,84313,42156.5,11,84312.99928243569,42156.499641217844,7.294105571808137e-05,86140.58633130047,86164.79999999999,4603.735780595059,239.27940647583463,4603.735780595058,0.33580134808370893,5.5,0.33584419170482543,0.33588703795549163,4.284362141299323e-05,35780.325828563735,32996.68326680975,26237.17541814399,0.6717740759109833,0.0
103,Astra 1H ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,292.4,35776,35794,0.000213,0.06,1436.04,3690.0,2300.0,6600.0,1999-06-18,15.0,Hughes,USA,Baikonur Cosmodrome,Proton D,1999-033A,25785,Direct-to-home tv; multimedia; broadcasting; 32 Ku-band for first five years 28 after; Europe.,1999,6,18,,5.103342732831419,42165,42147,84312,42156.0,18,84311.9980785653,42155.99903928265,7.294235342075716e-05,86139.05382152893,86162.4,69964.05371504182,239.27514950424703,69964.05371504182,5.103342732831418,9.0,5.103145788540687,1.1802364709167004,0.0001969442888337244,35781.57991724736,-29936.05573315906,29680.98487226704,2.3604729418334007,0.0
104,Astra 1KR,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.16,35766,35807,0.00048600000000000005,0.08,1436.1,4332.0,,12000.0,2006-04-20,15.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,32 Ku-band transponders; direct-to-home broadcast services across Europe.,2006,4,20,,0.33440508468211355,42178,42137,84315,42157.5,41,84314.99003142917,42157.49501571459,7.293846042816265e-05,86143.65137810822,86166.0,4584.7565566793155,239.28792049474504,4584.756556679315,0.33440508468211344,20.5,0.334564666674795,0.3347242853112327,0.00015958200814185234,35767.14747630012,33058.39284392564,26160.988264856016,0.6694485706224654,0.0
105,Astra 1L,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.3,35772,35798,0.000308,0.05,1436.03,4500.0,,13000.0,2007-05-04,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-016A,31306,29 Ku-band 2 Ka-band transponders first five years; 25 Ku-band and 2 Ka-band thereafter.,2007,5,4,,0.3368485456349056,42169,42143,84312,42156.0,26,84311.99599108065,42155.997995540325,7.294235342075716e-05,86139.05382152893,86161.8,4618.010385431969,239.27514950424703,4618.010385431968,0.33684854563490557,13.0,0.33695037366832287,0.337052216505394,0.00010182803736741766,35772.74608019205,32935.06110521334,26313.6850355395,0.674104433010788,0.0
106,Astra 1M,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.2,35804,35852,0.0005690000000000001,0.14,1438.2,5345.0,,9900.0,2008-11-05,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2008-057A,33436,Direct-to-home and HD television.,2008,11,5,,0.33510321638291124,42223,42175,84398,42199.0,48,84397.98635038635,42198.99317519317,7.283089146500887e-05,86270.88287390114,86292.0,4601.113753274727,239.64134131639204,4601.113753274727,0.33510321638291124,24.0,0.33529044211067927,0.3354777181629045,0.00018722575260830989,35805.32583964736,33051.43818810301,26236.573938739704,0.670955436325809,0.0
107,Astra 1N,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.2,35715,35780,0.000772,0.12,1434.1,5350.0,,,2011-08-06,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2011-041A,37775,Direct-to-home and HD television.,2011,8,6,,0.4921828490624009,42151,42086,84237,42118.5,65,84236.97492194267,42118.48746097134,7.303979090114151e-05,86024.14149410426,86046.0,6738.5577503715,238.95594859473405,6738.5577503715,0.4921828490624009,32.5,0.4925479066257307,0.4929130884194616,0.0003650576315832993,35718.84960456544,23256.76149889891,35115.38626628568,0.9858261768389232,0.0
108,Astra 2A ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.16,35776,35797,0.00024900000000000004,0.08,1436.12,3635.0,,7000.0,1998-08-30,15.0,Hughes,USA,Baikonur Cosmodrome,Proton K,1998-050A,25462,Voice and video communications to Europe; 32 Ku-band for first five years 28 after.,1998,8,30,,0.4914847173616032,42168,42147,84315,42157.5,21,84314.99738480693,42157.49869240347,7.293846042816265e-05,86143.65137810822,86167.2,6738.347841132021,239.28792049474504,6738.34784113202,0.4914847173616031,10.5,0.4916022550748507,0.4917198056909081,0.00011753771553829731,35777.245887521596,23362.112724591534,35092.25582519371,0.9834396113818162,0.0
109,Astra 2B ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,31.33,35772,35801,0.000344,0.07,1436.11,3315.0,1400.0,7800.0,2000-09-14,14.0,Astrium,France/UK/Germany,Guiana Space Center,Ariane 5G,2000-054A,26494,Direct-to-home; broadcasting multimedia; 30 Ku-band for first five years 28 after; UK and Ireland.,2000,9,14,,0.5468116546498234,42172,42143,84315,42157.5,29,84314.99501274966,42157.49750637483,7.293846042816265e-05,86143.65137810822,86166.59999999999,7496.8905491003625,239.28792049474504,7496.890549100362,0.5468116546498233,14.5,0.5469905756773971,0.5471695229950199,0.0001789210333875634,35774.113780196574,19334.85907415119,37462.219165550814,1.0943390459900397,0.0
110,Astra 2C ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.21,35768,35804,0.00042699999999999997,0.07,1436.12,3643.0,2000.0,7000.0,2001-06-16,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,2001-025A,26853,Direct-to-home; broadcasting multimedia; 32 transponders for first five years; 28 after continental Europe,2001,6,16,,0.4923573819876004,42175,42139,84314,42157.0,36,84313.99231444328,42156.99615722164,7.293975805388373e-05,86142.11885016024,86167.2,6750.192146563946,239.28366347266734,6750.192146563946,0.4923573819876003,18.0,0.4925593028198018,0.4927612616489616,0.00020192084374996637,35770.13882558062,23288.691805036648,35140.42199358365,0.9855225232979232,0.0
111,Astra 2D,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.14,35770,35802,0.00037999999999999997,0.07,1436.1,1420.0,700.0,1500.0,2000-12-19,15.0,Hughes,USA,Guiana Space Center,Ariane 5G,2000-081A,26638,Direct-to-home; broadcasting multimedia; 16 Ku-band; UK and Ireland.,2000,12,19,,0.49113565151120436,42173,42141,84314,42157.0,32,84313.99392746142,42156.99696373071,7.293975805388373e-05,86142.11885016024,86166.0,6733.44229012086,239.28366347266734,6733.442290120859,0.49113565151120425,16.0,0.4913149300751383,0.4914942386809519,0.00017927857207680753,35771.87525342364,23377.664388562753,35081.29529334596,0.9829884773619038,0.0
112,Astra 2E,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.2,35781,35793,0.00014199999999999998,0.11,1436.12,6052.0,,13000.0,2013-09-29,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2013-056A,39285,Broadcast Vsat and broadband services to Europe.,2013,9,29,,0.4921828490624009,42164,42152,84316,42158.0,12,84315.99914606955,42157.99957303477,7.293716284091653e-05,86145.18391514434,86167.2,6748.039406686306,239.2921775420676,6748.039406686306,0.4921828490624009,6.0,0.4922499596695753,0.4923170744763047,6.711060759913598e-05,35781.724323148366,23320.453631267836,35120.55497066779,0.9846341489526094,0.0
113,Astra 2F,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.2,35777,35795,0.000213,0.06,1436.07,6000.0,2660.0,,2012-09-28,15.0,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA,2012-051A,38778,Prime position for SES - BBC ITV Channel 5.,2012,9,28,,0.4921828490624009,42166,42148,84314,42157.0,18,84313.99807861088,42156.99903930544,7.293975805388373e-05,86142.11885016024,86164.2,6747.799309929219,239.28366347266734,6747.799309929219,0.49218284906240084,9.0,0.4922835212732673,0.49238420293403207,0.00010067221229998255,35778.08681486571,23315.185187599633,35122.851997574,0.9847684058680641,0.0
114,Astra 2G,NR (12/16),Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,28.2,35785,35789,4.74e-05,0.09,1436.11,6000.0,,13000.0,2014-12-27,15.0,Airbus Defense and Space,Germany/France,Baikonur Cosmodrome,Proton-M,2014-089A,40364,62 Ku-band transponders as well as 4 Ka-band transponders,2014,12,27,,0.4921828490624009,42160,42156,84316,42158.0,4,84315.99990511884,42157.99995255942,7.293716284091653e-05,86145.18391514434,86166.59999999999,6748.039406686306,239.2921775420676,6748.039406686306,0.4921828490624009,2.0,0.49220524890438183,0.49222764921423606,2.239984199674307e-05,35785.23892198227,23326.734587980838,35116.3838498006,0.9844552984284721,5.027089855502709e-13
115,Astra 3A ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,23.48,35770,35804,0.00040300000000000004,0.06,1436.07,1500.0,750.0,1500.0,2002-03-29,10.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2002-015B,27400,20 transponders; provide follow-on capacity for the Kopernikus satellite of Deutsche Telekom AG contracted for 10 transponders on spacecraft; German-speaking countries of Germany Austria and Switzerland.,2002,3,29,,0.40980330836826856,42175,42141,84316,42158.0,34,84315.99314483581,42157.996572417906,7.293716284091653e-05,86145.18391514434,86164.2,5618.580328687747,239.2921775420676,5618.580328687747,0.4098033083682685,17.0,0.4099639345996525,0.41012459052479805,0.00016062624097455295,35771.41817196823,28753.400095570574,30830.80914248362,0.8202491810495961,0.0
116,Astra 3B,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,23.5,35768,35806,0.00045099999999999996,0.08,1436.11,5471.0,,10000.0,2010-05-21,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2010-021A,36581,60 Ku-band 4 Ka-band transponders. Serves German Czech Slovak market.,2010,5,21,,0.41015237421866746,42177,42139,84316,42158.0,38,84315.99143697476,42157.99571848738,7.293716284091653e-05,86145.18391514434,86166.59999999999,5623.366172238589,239.2921775420676,5623.366172238589,0.4101523742186674,19.0,0.4103322844585653,0.41051223191390784,0.00017991025334290964,35769.565064479284,28729.488859347388,30853.09126376836,0.8210244638278157,0.0
117,Astra 5B,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,31.55,35787,35793,7.120000000000001e-05,0.05,1436.26,5724.0,,,2014-03-22,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2014-011B,39617,Comsat to cover Eastern Europe with Direct to Home and cable feeds to digital television networks. It also carries a hosted L-band payload for the European Commissions European Geostationary Navigation Overlay Service (EGNOS).,2014,3,22,,0.550651379004211,42164,42158,84322,42161.0,6,84321.99978653257,42160.999893266286,7.292937812532453e-05,86154.37932820884,86175.6,7550.474077236081,239.31772035613568,7550.474077236081,0.5506513790042109,3.0,0.550688636126147,0.5507258943784059,3.725712198755873e-05,35787.441919111414,19069.496149102022,37601.91790933775,1.1014517887568118,0.0
118,Astrosat,NR,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,,LEO,Equatorial,275.0,632,649,0.00121,5.99,97.54,230.0,,,2015-09-28,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30,2015-052A,40930,India's first space observatory.,2015,9,28,,4.799655442984406,7020,7003,14023,7011.5,17,14022.989695496464,7011.494847748232,0.0010753564826417748,5842.885971863021,5852.400000000001,4463.315672950918,16.230238810730615,4463.315672950919,4.799655442984407,8.5,4.79844992026716,1.485940971742583,0.0012055221398386768,639.7707672549341,-6910.770466069425,1184.2220037980426,2.971881943485166,0.0
119,Athena-Fidus  ,France,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,,GEO,,25.0,35784,35788,4.74e-05,0.05,1436.06,3080.0,,,2014-02-06,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2014-006B,39509,Carries 2 payloads one each for France and Italy. Operates in the Ka and EHF bands.,2014,2,6,(Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),0.4363323129985824,42159,42155,84314,42157.0,4,84313.9999051166,42156.9999525583,7.293975805388373e-05,86142.11885016024,86163.59999999999,5982.091586816684,239.28366347266734,5982.091586816684,0.43633231299858233,2.0,0.43635234596478484,0.4363723793612973,2.0032966218291066e-05,35784.18899481435,27095.409357456538,32296.306884909376,0.8727447587225946,5.697664562376303e-13
120,Athenoxat-1  ,NR,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,,LEO,Equatorial,113.0,532,550,0.0013,14.98,95.46,6.0,,,2015-12-16,,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Centre,PSLV-C29,2015-077C,41168,Technology demonstrator nanosatellite for Earth remote sensing.,2015,12,16,((Athene Noctua Experimental Satellite),1.9722220547535925,6921,6903,13824,6912.0,18,13823.988281245032,6911.994140622516,0.0010986598934223713,5718.953922680478,5727.599999999999,1795.116092396928,15.885983118556883,1795.1160923969278,1.9722220547535925,9.0,2.2644276297098975,2.2654268231357624,0.0009996088302588167,546.7447960605823,-1247.8917238767613,-6798.4139242654755,4.530853646271525,0.0
121,Atlantis ,NR (10/17),USA,University of Michigan,Civil,Earth Science,,LEO,Non-Polar Inclined,322.0,396,409,0.0009599999999999999,51.6,92.6,2.0,,,2017-05-26,,University of Michigan ,USA,International Space Station,Nanorack Deployer,1998-067MS,42737,Earth science in the thermosphere.,2017,5,26,(QB50 - US02),5.619960191421741,6780,6767,13547,6773.5,13,13546.993762455197,6773.496881227598,0.0011325285588529123,5547.926591399641,5556.0,4962.312117863013,15.410907198332337,4962.312117863013,5.619960191421741,6.5,5.619368708954666,0.6644083044141919,0.0005914825672403442,397.3782816167495,1623.1008492102912,6576.154351845499,1.3288166088283837,0.0
122,Aurora  ,Russia,Russia,Sputnix Ltd.,Commercial,Technology Development,,LEO,Sun-Synchronous,355.0,583,618,0.00251,97.99,96.7,25.0,,,2014-06-19,1.0,Sputnix Ltd.,Russia,Dombarovsky Air Base,Dnepr,2014-033H,40017,Technology demonstration and testing of new satellite bus to be used for first commercial Russian remote sensing.,2014,6,19,(Tabletsat-2U-EO),6.19591884457987,6989,6954,13943,6971.5,35,13942.956071077611,6971.478035538806,0.0010846247679274963,5792.957613521507,5802.0,5712.499868889264,16.09154892644863,5712.499868889264,6.195918844579871,17.5,6.195699535293957,0.08770535603542433,0.0002193099679709771,583.068456828235,6864.521966769513,1216.6104927243841,0.17541071207084866,0.0
123,Azerspace/Africasat-1a ,Azerbaijan,Azerbaijan,Ministry of Communications and Information Technologies,Government,Communications,,GEO,,46.0,35778,35794,0.00018999999999999998,0.04,1436.08,3250.0,1438.0,,2013-02-07,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2013-006B,39079,First satellite for Azerbaijan. Operating from an orbital slot assigned to Malaysia.,2013,2,7,(Azersat-1),0.8028514559173916,42165,42149,84314,42157.0,16,84313.99848186539,42156.999240932695,7.293975805388373e-05,86142.11885016024,86164.79999999999,11007.048519742699,239.28366347266734,11007.048519742697,0.8028514559173914,8.0,0.8029881485208413,0.8031248501440463,0.0001366926037889765,35780.43669219053,-1494.2947802064514,42130.50757100202,1.6062497002880927,0.0
124,Badr 4 ,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.02,35780,35791,0.00013000000000000002,0.07,1436.06,3304.0,1487.0,,2006-11-08,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2006-051A,29526,28 Ku-band transponders; voice and video communications to West Asia region.,2006,11,8,(Arabsat 4B),0.45413467136892455,42162,42151,84313,42156.5,11,84312.99928243569,42156.499641217844,7.294105571808137e-05,86140.58633130047,86163.59999999999,6226.050156501217,239.27940647583463,6226.050156501217,0.45413467136892455,5.5,0.454191707063614,0.4542487460900877,5.7035695016792563e-05,35780.57527457703,25923.35100321508,33243.80162079629,0.9084974921801754,0.0
125,Badr 5 ,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.0,35834,35883,0.00058,0.06,1439.76,5420.0,,,2010-06-03,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton,2010-025A,36592,Second generation; radio and tv communications to Middle East; 26 C-band 24 ku-band transponders.,2010,6,3,(Arabsat 5B),0.4537856055185257,42254,42205,84459,42229.5,49,84458.98578600147,42229.49289300074,7.27520032096307e-05,86364.43025596077,86385.6,6237.431074041612,239.9011951554466,6237.431074041611,0.4537856055185256,24.5,0.454039993396203,0.4542944476010059,0.0002543879067497769,35836.48847065007,25965.19703335212,33303.73612591873,0.9085888952020118,0.0
126,Badr 5A ,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,30.5,35605,35623,0.00021400000000000002,0.03,1427.27,4940.0,,,2010-06-26,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2010-032B,36745,26 C-band 24 Ku-bandover sub-Saharan Africa North Africa and the Middle East.,2010,6,26,(Arabsat 5A),0.5323254218582705,41994,41976,83970,41985.0,18,83969.99807073953,41984.999035369765,7.338843538716863e-05,85615.46889550054,85636.2,7253.532781424351,237.82074693194593,7253.532781424351,0.5323254218582706,9.0,0.5324340550986797,0.5325426983552352,0.00010863324182831393,35606.25893836246,20338.772804001663,36729.74930265152,1.0650853967104703,0.0
127,Badr 6 ,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.08,35768,35805,0.000439,0.05,1436.1,3400.0,,6000.0,2008-07-07,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2008-034B,33154,24 C-band 20 Ku-band transponders direct-to-home voice video and internet services to the Middle East and North Africa.,2008,7,7,(Arabsat 4AR),0.45518186892012114,42176,42139,84315,42157.5,37,84314.99188163396,42157.49594081698,7.293846042816265e-05,86143.65137810822,86166.0,6240.628966502952,239.28792049474504,6240.62896650295,0.45518186892012097,18.5,0.45537494071876017,0.45556805059066297,0.0001930718112470992,35769.87880578248,25836.156315992444,33312.87467870252,0.9111361011813259,0.0
